0.489214	1.03162	-50.3193
0.500599	1.01844	0.0279095
0.518572	0.869024	0.953326
0.527502	0.889656	-1.78455
0.542549	0.969186	0.631068
0.428191	0.979794	-0.341668
0.515077	1.09934	0.18766
0.52226	0.994651	0.955275
0.565231	1.10928	1.25785
0.455114	0.911457	-0.825916
0.541093	0.993402	0.482209
0.503445	1.13715	1.79817
0.528825	0.932156	0.747169
0.478541	0.978232	-1.25928
0.497404	1.13974	-0.890025
0.499221	1.30189	-0.0512522
0.49686	1.00674	-0.164126
0.514346	0.965258	-11.7029
0.513343	0.735455	-0.12192
0.528511	1.09864	2.52881
0.533849	0.884157	1.10669
0.564661	1.22581	1.53539
0.532675	0.927354	-0.0696131
0.497694	1.04099	3.8594
0.472666	0.986024	1.07161
0.48913	0.894761	-0.668831
0.506123	1.14983	-0.551089
0.467467	1.01593	0.285047
0.479413	0.958157	-2.96755
0.462934	1.16947	0.828541
0.47215	1.25611	-1.31613
0.489036	1.06022	0.536848
0.496552	0.860935	0.846698
0.495767	0.990288	-1.25829
0.510062	0.976679	0.721071
0.462932	0.949507	1.8629
0.518452	1.07542	3.21691
0.488801	0.923187	-1.42061
0.495612	0.929262	0.910198
0.465492	0.957831	0.038487
0.48827	0.969748	1.32392
0.479705	0.989172	141.997
0.525053	1.19194	2.24824
0.494619	0.832836	1.19159
0.513201	0.918962	1.11274
0.525245	0.865464	-1.80342
0.507079	0.86615	-1.00398
0.512742	0.968884	1.62698
0.52114	1.03393	2.78746
0.510376	0.950156	-0.32798
0.534254	1.04292	-0.505888
0.463257	0.943354	-0.542822
0.492771	0.927532	0.932482
0.443156	0.930053	-2.32522
0.509531	1.19175	1.34526
0.577007	0.894901	-0.209101
0.478485	1.0073	-9.80486
0.554873	0.971083	0.0282479
0.505179	1.09855	0.476131
0.46485	0.816516	-0.393168
0.481452	0.884712	15.3311
0.540607	0.984674	2.3192
0.529036	0.864095	-0.0451735
0.516021	0.972938	18.4611
0.51111	0.894712	-1.2951
0.490536	0.910912	0.592987
0.5074	1.26428	1.15916
0.441975	0.970303	-2.99035
0.482302	0.965128	0.179398
0.517871	1.02367	-0.175599
0.508221	1.11205	3.88719
0.501774	0.941155	-0.680262
0.573898	0.891325	2.16786
0.493845	0.93757	-3.87976
0.508436	0.962606	-0.802332
0.444987	1.2573	-0.12903
0.528897	1.08989	-19.6267
0.489876	1.04298	-0.10771
0.513524	1.06353	0.78286
0.526526	0.890634	4.974
0.500407	1.08144	0.0284084
0.475346	1.00354	0.299768
0.516425	0.947813	-1.25116
0.477011	0.898438	-0.772858
0.55136	1.0909	2.64846
0.497654	0.996643	-0.434398
0.47024	1.05097	-3.54663
0.532189	0.950287	-0.195997
0.490121	0.892933	-1.09403
0.487716	1.14041	-0.222588
0.480208	0.932804	1.13818
0.512765	1.0955	1.76209
0.541107	1.22296	0.226306
0.545136	1.00623	-23.5332
0.483857	1.16632	-1.28729
0.546751	0.981834	-6.16851
0.523781	1.02931	-0.184177
0.506378	0.920791	0.0146412
0.494486	0.987309	1.16204
0.502311	1.25247	-1.65284
0.491996	1.04767	-1.1535
0.527549	0.942516	0.368661
0.575754	0.979721	0.630475
0.470045	0.828084	5.77466
0.518018	1.06169	-1.74329
0.559451	0.894106	-3.51168
0.479747	0.998966	277.121
0.506934	1.14133	-0.840516
0.55387	1.11824	-3.42898
0.532461	0.828878	0.133979
0.505834	0.878532	-0.622802
0.444705	1.01433	0.791173
0.501293	1.05705	0.283925
0.496141	1.15854	2.33414
0.483681	0.934513	0.910401
0.555449	1.03797	1.79213
0.487744	1.07933	1.83718
0.454401	1.10693	1.73357
0.534203	0.856899	1.44341
0.476814	1.1091	0.756353
0.518897	1.1425	3.19162
0.490042	1.1047	-0.537285
0.502836	0.749449	0.727445
0.495331	1.0354	2.68971
0.530198	0.877808	0.535003
0.528807	1.02797	1.92247
0.468553	1.02181	-1.56159
0.504267	0.972653	-5.89382
0.485606	1.08086	0.814047
0.506143	1.02755	1.42903
0.490313	1.10873	0.544913
0.474132	1.0155	-0.608737
0.507789	0.965144	-0.324246
0.540895	0.873115	-0.0279743
0.503415	0.955416	1.20758
0.479542	1.15563	-1.41648
0.5303	1.01374	1.1938
0.497695	1.08661	1.04775
0.527302	0.871568	2.52621
0.532788	1.02451	-2.52195
0.460584	1.09148	0.32135
0.539912	1.02925	-0.671035
0.461991	0.894433	22.8467
0.527092	1.18637	-1.29785
0.487686	0.900335	0.716959
0.501425	1.0542	1.42987
0.51332	0.969289	1.65954
0.513469	1.03113	5.64849
0.487217	0.966767	2.84138
0.499035	0.992677	0.778919
0.480812	0.980805	-0.69889
0.454233	1.01424	3.97925
0.518021	0.983143	-0.916957
0.496933	1.14705	-1.63574
0.512025	1.00054	41.0843
0.490741	1.09354	0.390785
0.47213	1.13879	-4.13374
0.526075	1.18489	-0.22975
0.521981	0.882003	1.1505
0.457942	0.954747	0.806485
0.476527	1.04258	0.45684
0.528451	0.878466	-2.23758
0.526512	1.15244	-0.645135
0.5059	1.02545	0.652311
0.518941	1.06848	0.0910544
0.51994	0.894123	-0.910813
0.527314	0.879421	1.22731
0.478603	1.02857	-0.756236
0.539956	0.980319	1.40402
0.514487	0.797287	-3.9999
0.520053	0.978539	0.363486
0.55043	0.911488	0.525431
0.492188	0.809187	1.72059
0.46269	1.04224	0.113297
0.513202	0.915588	4.87712
0.445328	1.04569	-0.00511903
0.50855	1.03102	-0.0314122
0.523217	0.992001	2.38417
0.515224	0.913717	-0.4327
0.495631	0.873787	-0.107021
0.542948	1.04553	0.808416
0.556837	0.879635	4.45203
0.484571	0.978161	-1.99058
0.546068	0.923848	-2.19148
0.517439	0.991161	0.101425
