-9.975 0 0
-9.925 0 0
-9.875 0 0
-9.825 0 0
-9.775 0 0
-9.725 0 0
-9.675 0 0
-9.625 0 0
-9.575 0 0
-9.525 0 0
-9.475 0 0
-9.425 0 0
-9.375 0 0
-9.325 0 0
-9.275 0 0
-9.225 0 0
-9.175 0 0
-9.125 0 0
-9.075 0 0
-9.025 0 0
-8.975 0 0
-8.925 0 0
-8.875 0 0
-8.825 0 0
-8.775 0 0
-8.725 0 0
-8.675 0 0
-8.625 0 0
-8.575 0 0
-8.525 0 0
-8.475 0 0
-8.425 0 0
-8.375 0 0
-8.325 0 0
-8.275 0 0
-8.225 0 0
-8.175 0 0
-8.125 0 0
-8.075 0 0
-8.025 0 0
-7.975 0 0
-7.925 0 0
-7.875 0 0
-7.825 0 0
-7.775 0 0
-7.725 0 0
-7.675 0 0
-7.625 0 0
-7.575 0 0
-7.525 0 0
-7.475 0 0
-7.425 0 0
-7.375 0 0
-7.325 0 0
-7.275 0 0
-7.225 0 0
-7.175 0 0
-7.125 0 0
-7.075 0 0
-7.025 0 0
-6.975 0 0
-6.925 0 0
-6.875 0 0
-6.825 0 0
-6.775 0 0
-6.725 0 0
-6.675 0 0
-6.625 0 0
-6.575 0 0
-6.525 0 0
-6.475 0 0
-6.425 0 0
-6.375 0 0
-6.325 0 0
-6.275 0 0
-6.225 0 0
-6.175 0 0
-6.125 0 0
-6.075 0 0
-6.025 0 0
-5.975 0 0
-5.925 0 0
-5.875 0 0
-5.825 0 0
-5.775 0 0
-5.725 0 0
-5.675 0 0
-5.625 0 0
-5.575 0 0
-5.525 0 0
-5.475 0 0
-5.425 0 0
-5.375 0 0
-5.325 0 0
-5.275 0 0
-5.225 0 0
-5.175 0 0
-5.125 0 0
-5.075 0 0
-5.025 0 0
-4.975 0 0
-4.925 0 0
-4.875 0 0
-4.825 0 0
-4.775 0 0
-4.725 0 0
-4.675 0 0
-4.625 0 0
-4.575 0 0
-4.525 0 0
-4.475 0 0
-4.425 0 0
-4.375 0 0
-4.325 0 0
-4.275 0 0
-4.225 0 0
-4.175 0 0
-4.125 0 0
-4.075 0 0
-4.025 0 0
-3.975 0 0
-3.925 0 0
-3.875 0 0
-3.825 0 0
-3.775 0 0
-3.725 0 0
-3.675 0 0
-3.625 0 0
-3.575 0 0
-3.525 0 0
-3.475 0 0
-3.425 0 0
-3.375 0 0
-3.325 0 0
-3.275 0 0
-3.225 0 0
-3.175 0 0
-3.125 0 0
-3.075 0 0
-3.025 0 0
-2.975 0 0
-2.925 0 0
-2.875 0 0
-2.825 0 0
-2.775 0 0
-2.725 0 0
-2.675 0 0
-2.625 0 0
-2.575 0 0
-2.525 8.62069e-06 8.40241e-06
-2.475 0.00012069 5.98502e-05
-2.425 0.000224138 9.52966e-05
-2.375 0.000224138 7.11925e-05
-2.325 0.000525862 0.000135471
-2.275 0.000818966 0.000132363
-2.225 0.00172414 0.000245954
-2.175 0.00255172 0.000256775
-2.125 0.00347414 0.000270496
-2.075 0.00551724 0.000395238
-2.025 0.00867241 0.000551064
-1.975 0.0146379 0.000687486
-1.925 0.0206638 0.000566121
-1.875 0.0280431 0.000688822
-1.825 0.0394138 0.000878245
-1.775 0.0536552 0.00120471
-1.725 0.0712328 0.00145806
-1.675 0.0906552 0.00220112
-1.625 0.113009 0.00298949
-1.575 0.137931 0.00219335
-1.525 0.169474 0.00223435
-1.475 0.19975 0.00273344
-1.425 0.23194 0.0032622
-1.375 0.25931 0.00367209
-1.325 0.285569 0.00438667
-1.275 0.314655 0.00456403
-1.225 0.345112 0.00477865
-1.175 0.363284 0.00402854
-1.125 0.379974 0.00384122
-1.075 0.393034 0.00431907
-1.025 0.404448 0.00372433
-0.975 0.406276 0.00469695
-0.925 0.405172 0.00465287
-0.875 0.400793 0.00478341
-0.825 0.389828 0.00432037
-0.775 0.377043 0.00395276
-0.725 0.364612 0.00425473
-0.675 0.353103 0.00432458
-0.625 0.337371 0.00458854
-0.575 0.323819 0.00421953
-0.525 0.300776 0.00324856
-0.475 0.286733 0.00294564
-0.425 0.274121 0.00220925
-0.375 0.258517 0.00250301
-0.325 0.246655 0.00208216
-0.275 0.237897 0.00257384
-0.225 0.226922 0.0033982
-0.175 0.21819 0.00372985
-0.125 0.216198 0.00366647
-0.075 0.210034 0.00274302
-0.025 0.205388 0.00277979
0.025 0.207948 0.00294747
0.075 0.20844 0.00249689
0.125 0.214284 0.0030935
0.175 0.218405 0.00293868
0.225 0.228052 0.00347962
0.275 0.240828 0.00349525
0.325 0.253914 0.00313234
0.375 0.264871 0.00277907
0.425 0.279802 0.00256848
0.475 0.292991 0.00237691
0.525 0.307517 0.00209592
0.575 0.327629 0.00269501
0.625 0.346879 0.00289339
0.675 0.361681 0.00341153
0.725 0.377897 0.00422147
0.775 0.386655 0.00453308
0.825 0.398543 0.00377327
0.875 0.400078 0.0045924
0.925 0.404147 0.0042583
0.975 0.40506 0.00499697
1.025 0.4035 0.00461548
1.075 0.39194 0.00515563
1.125 0.379198 0.00437101
1.175 0.363009 0.00494075
1.225 0.340466 0.00459128
1.275 0.315966 0.00462
1.325 0.285483 0.00400276
1.375 0.256405 0.00349167
1.425 0.226612 0.00293666
1.475 0.198948 0.00297162
1.525 0.166207 0.00319424
1.575 0.134784 0.00260909
1.625 0.109741 0.00216097
1.675 0.0843017 0.00217051
1.725 0.0679224 0.00156818
1.775 0.0504483 0.00153852
1.825 0.0377414 0.00113354
1.875 0.0264138 0.00106908
1.925 0.0190948 0.00081125
1.975 0.0131552 0.000600621
2.025 0.009 0.000502313
2.075 0.00611207 0.000324503
2.125 0.00384483 0.000244469
2.175 0.00222414 0.000303786
2.225 0.00117241 0.000172241
2.275 0.000793103 0.000149514
2.325 0.000491379 0.000100737
2.375 0.000172414 5.97259e-05
2.425 7.75862e-05 3.75272e-05
2.475 3.44828e-05 2.61478e-05
2.525 1.72414e-05 1.68048e-05
2.575 0 0
2.625 0 0
2.675 0 0
2.725 0 0
2.775 0 0
2.825 0 0
2.875 0 0
2.925 0 0
2.975 0 0
3.025 0 0
3.075 0 0
3.125 0 0
3.175 0 0
3.225 0 0
3.275 0 0
3.325 0 0
3.375 0 0
3.425 0 0
3.475 0 0
3.525 0 0
3.575 0 0
3.625 0 0
3.675 0 0
3.725 0 0
3.775 0 0
3.825 0 0
3.875 0 0
3.925 0 0
3.975 0 0
4.025 0 0
4.075 0 0
4.125 0 0
4.175 0 0
4.225 0 0
4.275 0 0
4.325 0 0
4.375 0 0
4.425 0 0
4.475 0 0
4.525 0 0
4.575 0 0
4.625 0 0
4.675 0 0
4.725 0 0
4.775 0 0
4.825 0 0
4.875 0 0
4.925 0 0
4.975 0 0
5.025 0 0
5.075 0 0
5.125 0 0
5.175 0 0
5.225 0 0
5.275 0 0
5.325 0 0
5.375 0 0
5.425 0 0
5.475 0 0
5.525 0 0
5.575 0 0
5.625 0 0
5.675 0 0
5.725 0 0
5.775 0 0
5.825 0 0
5.875 0 0
5.925 0 0
5.975 0 0
6.025 0 0
6.075 0 0
6.125 0 0
6.175 0 0
6.225 0 0
6.275 0 0
6.325 0 0
6.375 0 0
6.425 0 0
6.475 0 0
6.525 0 0
6.575 0 0
6.625 0 0
6.675 0 0
6.725 0 0
6.775 0 0
6.825 0 0
6.875 0 0
6.925 0 0
6.975 0 0
7.025 0 0
7.075 0 0
7.125 0 0
7.175 0 0
7.225 0 0
7.275 0 0
7.325 0 0
7.375 0 0
7.425 0 0
7.475 0 0
7.525 0 0
7.575 0 0
7.625 0 0
7.675 0 0
7.725 0 0
7.775 0 0
7.825 0 0
7.875 0 0
7.925 0 0
7.975 0 0
8.025 0 0
8.075 0 0
8.125 0 0
8.175 0 0
8.225 0 0
8.275 0 0
8.325 0 0
8.375 0 0
8.425 0 0
8.475 0 0
8.525 0 0
8.575 0 0
8.625 0 0
8.675 0 0
8.725 0 0
8.775 0 0
8.825 0 0
8.875 0 0
8.925 0 0
8.975 0 0
9.025 0 0
9.075 0 0
9.125 0 0
9.175 0 0
9.225 0 0
9.275 0 0
9.325 0 0
9.375 0 0
9.425 0 0
9.475 0 0
9.525 0 0
9.575 0 0
9.625 0 0
9.675 0 0
9.725 0 0
9.775 0 0
9.825 0 0
9.875 0 0
9.925 0 0
9.975 0 0
